Название вакансии,название компании,зарплата,ссылка на вакансию
Программист 1C,Ё-ТАКСИ,120 000 – 150 000 ₽ на руки,https://tomsk.hh.ru/applicant/vacancy_response?vacancyId=106601040&employerId=2282240&hhtmFrom=vacancy_search_list
